Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
thehyve,puppet-3scale-proxy,True,rhoml/puppet-3scale-proxy,True,0,1,"[{'user': 'roberthorlings', 'forked_at': '2015-10-15T11:46:16Z'}]",3,3,,True,True,33,0,5,"[{'user': 'rhoml', 'contributions': 21, 'location': 'Sydney, Australia'}, {'user': 'roberthorlings', 'contributions': 5, 'location': 'Utrecht, The Netherlands'}, {'user': 'JanKanis', 'contributions': 4, 'location': None}, {'user': 'cataphract', 'contributions': 2, 'location': 'Almada, Portugal'}, {'user': 'dwerbam', 'contributions': 1, 'location': None}]"
rhoml,puppet-3scale-proxy,False,,,4,3,"[{'user': 'thehyve', 'forked_at': '2014-11-10T12:39:57Z'}, {'user': 'KodiEhf', 'forked_at': '2014-02-14T15:55:32Z'}]",2,5,80302.0,True,True,30,0,2,"[{'user': 'rhoml', 'contributions': 26, 'location': 'Sydney, Australia'}, {'user': 'dependabot[bot]', 'contributions': 4, 'location': None}]"
thehyve,puppet-i2b2,False,,,0,0,[],4,6,,True,True,75,0,2,"[{'user': 'cataphract', 'contributions': 49, 'location': 'Almada, Portugal'}, {'user': 'stsnel', 'contributions': 2, 'location': 'The Netherlands'}]"
thehyve,transmart-base-ui,True,transmart/transmart-base-ui,False,2,1,"[{'user': 'fguitton', 'forked_at': '2015-07-24T12:02:34Z'}]",1,30,,True,True,1176,6,7,"[{'user': 'rnugraha', 'contributions': 545, 'location': 'Utrecht'}, {'user': 'beaugogh', 'contributions': 172, 'location': 'Amsterdam, The Netherlands'}, {'user': 'kretep', 'contributions': 33, 'location': 'Leiden, The Netherlands'}, {'user': 'berndvdveen', 'contributions': 10, 'location': 'Amsterdam, Netherlands'}, {'user': 'PiotrZakrzewski', 'contributions': 4, 'location': 'Australia'}, {'user': 'fguitton', 'contributions': 1, 'location': 'London'}, {'user': 'cataphract', 'contributions': 1, 'location': 'Almada, Portugal'}]"
transmart,transmart-base-ui,False,,,0,3,"[{'user': 'thehyve', 'forked_at': '2015-03-03T08:11:34Z'}, {'user': 'magicalion', 'forked_at': '2015-01-26T09:12:24Z'}]",0,9,,True,True,639,0,7,"[{'user': 'rnugraha', 'contributions': 325, 'location': 'Utrecht'}, {'user': 'kretep', 'contributions': 13, 'location': 'Leiden, The Netherlands'}, {'user': 'beaugogh', 'contributions': 9, 'location': 'Amsterdam, The Netherlands'}, {'user': 'fguitton', 'contributions': 2, 'location': 'London'}, {'user': 'cataphract', 'contributions': 1, 'location': 'Almada, Portugal'}, {'user': 'Terry-Weymouth', 'contributions': 1, 'location': 'Royal Oak, MI, USA'}, {'user': 'dependabot[bot]', 'contributions': 1, 'location': None}]"
thehyve,dntp-portal,False,,,4,1,"[{'user': 'slaap123', 'forked_at': '2017-04-18T11:43:09Z'}]",9,30,,True,False,1841,24,7,"[{'user': 'gijskant', 'contributions': 988, 'location': 'Utrecht, The Netherlands'}, {'user': 'rnugraha', 'contributions': 392, 'location': 'Utrecht'}, {'user': 'Metfriet', 'contributions': 301, 'location': None}, {'user': 'ewelinagr', 'contributions': 45, 'location': 'Utrecht, The Netherlands'}, {'user': 'aochagavia', 'contributions': 40, 'location': 'Utrecht'}, {'user': 'berndvdveen', 'contributions': 28, 'location': 'Amsterdam, Netherlands'}, {'user': 'dependabot[bot]', 'contributions': 1, 'location': None}]"
thehyve,schemas,True,ga4gh/ga4gh-schemas,True,0,0,[],0,1,,True,True,426,0,22,"[{'user': 'cassiedoll', 'contributions': 112, 'location': None}, {'user': 'dglazer', 'contributions': 47, 'location': None}, {'user': 'adamnovak', 'contributions': 40, 'location': None}, {'user': 'delagoya', 'contributions': 32, 'location': 'Philadelphia'}, {'user': 'benedictpaten', 'contributions': 20, 'location': 'UCSC'}, {'user': 'fnothaft', 'contributions': 17, 'location': 'Oakland, CA'}, {'user': 'skeenan', 'contributions': 16, 'location': None}, {'user': 'buske', 'contributions': 16, 'location': 'Toronto, ON'}, {'user': 'jeromekelleher', 'contributions': 15, 'location': None}, {'user': 'lh3', 'contributions': 14, 'location': 'Boston, MA, USA'}, {'user': 'massie', 'contributions': 14, 'location': None}, {'user': 'calbach', 'contributions': 12, 'location': None}, {'user': 'richarddurbin', 'contributions': 10, 'location': 'Cambridge'}, {'user': 'mfiume', 'contributions': 8, 'location': 'Toronto'}, {'user': 'cmungall', 'contributions': 7, 'location': 'Berkeley, CA'}, {'user': 'diekhans', 'contributions': 5, 'location': 'Santa Cruz, CA, US'}, {'user': 'heuermh', 'contributions': 5, 'location': 'Minneapolis, MN  USA'}, {'user': 'hershman', 'contributions': 3, 'location': None}, {'user': 'maximilianh', 'contributions': 2, 'location': 'Santa Cruz, CA. Sometimes France, Germany.'}, {'user': 'awblocker', 'contributions': 1, 'location': 'US'}, {'user': 'hammer', 'contributions': 1, 'location': None}, {'user': 'pcingola', 'contributions': 1, 'location': None}]"
ga4gh,ga4gh-schemas,False,,,217,112,"[{'user': 'Drew-drashy', 'forked_at': '2025-02-06T10:43:31Z'}, {'user': '7908837174', 'forked_at': '2024-12-13T10:00:58Z'}, {'user': 'jhonfx', 'forked_at': '2023-07-30T05:43:34Z'}, {'user': 'kenil-devil', 'forked_at': '2023-04-06T18:13:21Z'}, {'user': 'pawbs', 'forked_at': '2021-10-18T04:04:30Z'}, {'user': 'zzgbird', 'forked_at': '2018-10-06T07:03:22Z'}, {'user': 'tectronics', 'forked_at': '2018-07-11T12:55:55Z'}, {'user': 'SunbyMoon', 'forked_at': '2018-07-09T13:09:05Z'}, {'user': 'sid10on10', 'forked_at': '2018-03-28T07:49:07Z'}, {'user': 'akmorrow13', 'forked_at': '2018-02-27T19:02:14Z'}, {'user': 'bmeg', 'forked_at': '2018-01-02T19:09:27Z'}, {'user': 'B3DS-D01', 'forked_at': '2017-11-01T10:05:24Z'}, {'user': 'ga4gh-metadata', 'forked_at': '2017-10-17T02:14:13Z'}, {'user': 'CNXTEoEorg', 'forked_at': '2017-10-16T23:51:01Z'}, {'user': 'gkhandel', 'forked_at': '2017-10-02T21:58:30Z'}, {'user': 'renyaoxiang', 'forked_at': '2017-09-20T10:50:38Z'}, {'user': 'thefferon', 'forked_at': '2017-08-07T20:23:34Z'}, {'user': 'rishavsema4', 'forked_at': '2017-07-18T22:22:19Z'}, {'user': 'jpdna', 'forked_at': '2017-05-01T11:34:31Z'}, {'user': 'IFB-ElixirFr', 'forked_at': '2017-02-15T15:49:17Z'}, {'user': 'Ensembl', 'forked_at': '2017-01-23T16:49:07Z'}, {'user': 'ksens', 'forked_at': '2017-01-05T15:02:12Z'}, {'user': 'ejacox', 'forked_at': '2016-11-17T23:10:20Z'}, {'user': 'visshal', 'forked_at': '2016-11-02T21:23:12Z'}, {'user': 'KyleGao', 'forked_at': '2016-10-24T14:29:00Z'}, {'user': 'GuilhemSempere', 'forked_at': '2016-10-14T09:22:27Z'}, {'user': 'dkucsc', 'forked_at': '2016-10-03T18:07:11Z'}, {'user': 'jameswarren', 'forked_at': '2016-09-21T22:13:47Z'}, {'user': 'achave11-ucsc', 'forked_at': '2016-08-17T19:27:41Z'}, {'user': 'alexanderDoria', 'forked_at': '2016-06-30T17:20:50Z'}, {'user': 'wanghuanwei-gd', 'forked_at': '2016-06-22T08:38:09Z'}, {'user': 'Brentbin', 'forked_at': '2016-05-03T03:28:45Z'}, {'user': 'sib-swiss', 'forked_at': '2016-03-21T15:02:09Z'}, {'user': 'bosz', 'forked_at': '2016-03-15T13:52:41Z'}, {'user': 'sgosline', 'forked_at': '2016-03-02T20:02:57Z'}, {'user': 'theaverageguy', 'forked_at': '2016-03-02T12:45:35Z'}, {'user': 'kozbo', 'forked_at': '2016-03-01T21:28:28Z'}, {'user': 'malisas', 'forked_at': '2016-01-27T18:35:49Z'}, {'user': 'maximilianh', 'forked_at': '2016-01-16T10:41:55Z'}, {'user': 'dkj', 'forked_at': '2015-12-12T21:06:41Z'}, {'user': 'david4096', 'forked_at': '2015-12-08T21:26:20Z'}, {'user': 'dglazer', 'forked_at': '2015-11-20T23:10:14Z'}, {'user': 'andrewjesaitis', 'forked_at': '2015-11-14T20:41:40Z'}, {'user': 'benedictpaten', 'forked_at': '2015-11-07T00:04:59Z'}, {'user': 'mbookman', 'forked_at': '2015-11-06T19:07:22Z'}, {'user': 'wbrockman', 'forked_at': '2015-11-06T18:54:47Z'}, {'user': 'jonnycrunch', 'forked_at': '2015-11-03T23:00:15Z'}, {'user': 'ohsu-comp-bio', 'forked_at': '2015-10-01T23:54:08Z'}, {'user': 'dwking2000', 'forked_at': '2015-10-01T16:31:38Z'}, {'user': 'mcpatrick', 'forked_at': '2015-08-28T21:09:34Z'}, {'user': 'lh3', 'forked_at': '2015-08-19T13:20:17Z'}, {'user': 'selewis', 'forked_at': '2015-08-01T00:20:45Z'}, {'user': 'sarahhunt', 'forked_at': '2015-07-08T12:26:59Z'}, {'user': 'eleanorstanley', 'forked_at': '2015-07-07T08:56:56Z'}, {'user': 'peterolph', 'forked_at': '2015-07-02T15:28:57Z'}, {'user': 'saupchurch', 'forked_at': '2015-06-10T16:08:16Z'}, {'user': 'ratsch', 'forked_at': '2015-06-05T12:49:07Z'}, {'user': 'bwkchee', 'forked_at': '2015-05-27T12:53:19Z'}, {'user': 'e-plus-healthcare-alliance', 'forked_at': '2015-05-21T11:16:21Z'}, {'user': 'garber-lab', 'forked_at': '2015-05-19T19:01:00Z'}, {'user': 'UMMS-Biocore', 'forked_at': '2015-05-19T19:00:40Z'}, {'user': 'Jeltje', 'forked_at': '2015-05-18T23:36:27Z'}, {'user': 'drestmont', 'forked_at': '2015-05-12T20:34:50Z'}, {'user': 'awz', 'forked_at': '2015-05-01T14:13:26Z'}, {'user': 'dcolligan', 'forked_at': '2015-04-23T19:53:16Z'}, {'user': 'shajoezhu', 'forked_at': '2015-04-22T15:37:50Z'}, {'user': 'emi80', 'forked_at': '2015-04-17T09:10:18Z'}, {'user': 'shadowtramp', 'forked_at': '2015-04-16T15:56:49Z'}, {'user': 'alexa-hks', 'forked_at': '2015-04-07T08:13:12Z'}, {'user': 'thehyve', 'forked_at': '2015-03-26T15:13:45Z'}, {'user': 'mcupak', 'forked_at': '2015-03-25T23:28:31Z'}, {'user': 'imedina', 'forked_at': '2015-03-06T12:07:16Z'}, {'user': 'bjjiangfs', 'forked_at': '2015-03-05T12:54:21Z'}, {'user': 'macieksmuga', 'forked_at': '2015-02-10T19:14:51Z'}, {'user': 'cmarkello', 'forked_at': '2015-02-09T06:57:59Z'}, {'user': 'johntbates', 'forked_at': '2015-01-12T18:09:51Z'}, {'user': 'mfiume', 'forked_at': '2014-12-08T05:22:44Z'}, {'user': 'svaksha', 'forked_at': '2014-11-27T17:47:30Z'}, {'user': 'kellrott', 'forked_at': '2014-11-20T08:29:46Z'}, {'user': 'fleandr', 'forked_at': '2014-11-18T18:58:16Z'}, {'user': 'nlwashington', 'forked_at': '2014-11-14T06:39:48Z'}, {'user': 'ttriche', 'forked_at': '2014-11-12T18:38:49Z'}, {'user': 'hershman', 'forked_at': '2014-11-12T18:26:07Z'}, {'user': 'awblocker', 'forked_at': '2014-11-05T07:06:03Z'}, {'user': 'diekhans', 'forked_at': '2014-11-03T21:35:42Z'}, {'user': 'sidrahussain', 'forked_at': '2014-10-29T00:10:52Z'}, {'user': 'krobasky', 'forked_at': '2014-10-28T13:07:47Z'}, {'user': 'Fires-Mans', 'forked_at': '2014-10-24T12:35:55Z'}, {'user': 'meatcar', 'forked_at': '2014-10-21T19:17:03Z'}, {'user': 'cmungall', 'forked_at': '2014-10-19T22:12:04Z'}, {'user': 'skeenan', 'forked_at': '2014-08-25T23:15:50Z'}, {'user': 'pcingola', 'forked_at': '2014-08-19T20:59:29Z'}, {'user': 'haussler', 'forked_at': '2014-07-03T23:21:48Z'}, {'user': 'heuermh', 'forked_at': '2014-07-01T03:59:59Z'}, {'user': 'mlin', 'forked_at': '2014-06-26T18:12:27Z'}, {'user': 'iqbal-lab', 'forked_at': '2014-06-11T16:09:29Z'}, {'user': 'mcvean', 'forked_at': '2014-06-03T16:24:45Z'}, {'user': 'pgrosu', 'forked_at': '2014-05-29T15:35:50Z'}, {'user': 'jeromekelleher', 'forked_at': '2014-05-29T10:07:05Z'}, {'user': 'calbach', 'forked_at': '2014-05-27T21:51:58Z'}]",161,30,149729.7142857143,True,True,1138,12,47,"[{'user': 'cassiedoll', 'contributions': 112, 'location': None}, {'user': 'david4096', 'contributions': 102, 'location': None}, {'user': 'sarahhunt', 'contributions': 85, 'location': None}, {'user': 'dglazer', 'contributions': 71, 'location': None}, {'user': 'diekhans', 'contributions': 68, 'location': 'Santa Cruz, CA, US'}, {'user': 'adamnovak', 'contributions': 63, 'location': None}, {'user': 'macieksmuga', 'contributions': 44, 'location': 'Santa Cruz, CA'}, {'user': 'dcolligan', 'contributions': 43, 'location': None}, {'user': 'delagoya', 'contributions': 40, 'location': 'Philadelphia'}, {'user': 'jeromekelleher', 'contributions': 35, 'location': None}, {'user': 'reece', 'contributions': 33, 'location': 'San Francisco'}, {'user': 'palfrey', 'contributions': 33, 'location': 'London, UK'}, {'user': 'kozbo', 'contributions': 32, 'location': 'Santa Cruz'}, {'user': 'saupchurch', 'contributions': 28, 'location': None}, {'user': 'benedictpaten', 'contributions': 27, 'location': 'UCSC'}, {'user': 'skeenan', 'contributions': 24, 'location': None}, {'user': 'calbach', 'contributions': 23, 'location': None}, {'user': 'jnguyenx', 'contributions': 22, 'location': None}, {'user': 'bwalsh', 'contributions': 19, 'location': None}, {'user': 'fnothaft', 'contributions': 19, 'location': 'Oakland, CA'}, {'user': 'buske', 'contributions': 16, 'location': 'Toronto, ON'}, {'user': 'cmungall', 'contributions': 15, 'location': 'Berkeley, CA'}, {'user': 'lh3', 'contributions': 14, 'location': 'Boston, MA, USA'}, {'user': 'massie', 'contributions': 14, 'location': None}, {'user': 'mfiume', 'contributions': 10, 'location': 'Toronto'}, {'user': 'richarddurbin', 'contributions': 10, 'location': 'Cambridge'}, {'user': 'hjellinek', 'contributions': 10, 'location': None}, {'user': 'heuermh', 'contributions': 9, 'location': 'Minneapolis, MN  USA'}, {'user': 'gabrielsaldana', 'contributions': 8, 'location': 'Mexico'}, {'user': 'kellrott', 'contributions': 6, 'location': None}, {'user': 'mbaudis', 'contributions': 6, 'location': 'Zürich, Switzerland'}, {'user': 'ejacox', 'contributions': 6, 'location': None}, {'user': 'mbookman', 'contributions': 6, 'location': None}, {'user': 'pcingola', 'contributions': 4, 'location': None}, {'user': 'rishidev', 'contributions': 3, 'location': 'Cambridge, UK'}, {'user': 'hershman', 'contributions': 3, 'location': None}, {'user': 'nlwashington', 'contributions': 3, 'location': 'Berkeley, CA'}, {'user': 'andrewjesaitis', 'contributions': 3, 'location': 'San Francisco, CA'}, {'user': 'ksens', 'contributions': 2, 'location': 'Waltham, MA'}, {'user': 'maximilianh', 'contributions': 2, 'location': 'Santa Cruz, CA. Sometimes France, Germany.'}, {'user': 'mlin', 'contributions': 2, 'location': 'Honolulu, HI, USA'}, {'user': 'pgrosu', 'contributions': 2, 'location': 'Boston, MA'}, {'user': 'awblocker', 'contributions': 1, 'location': 'US'}, {'user': 'hammer', 'contributions': 1, 'location': None}, {'user': 'jpdna', 'contributions': 1, 'location': 'Maryland'}, {'user': 'malisas', 'contributions': 1, 'location': None}, {'user': 'ryanking', 'contributions': 1, 'location': 'San Francisco, CA'}]"
thehyve,food4me-webservice,False,,,2,3,"[{'user': 'e-plus-healthcare-alliance', 'forked_at': '2015-05-21T11:14:25Z'}, {'user': 'TNO', 'forked_at': '2015-04-20T06:45:18Z'}]",0,1,,True,True,98,0,3,"[{'user': 'roberthorlings', 'contributions': 77, 'location': 'Utrecht, The Netherlands'}, {'user': 'blootsvoets', 'contributions': 20, 'location': 'Utrecht, The Netherlands'}, {'user': 'ferryjagers', 'contributions': 1, 'location': 'Zeist'}]"
thehyve,sensu-puppet,True,sensu/sensu-puppet,False,0,0,[],0,0,,True,True,625,0,54,"[{'user': 'jamtur01', 'contributions': 186, 'location': 'Brooklyn, New York'}, {'user': 'jlambert121', 'contributions': 181, 'location': None}, {'user': 'rodjek', 'contributions': 24, 'location': 'Sydney, Australia'}, {'user': 'cataphract', 'contributions': 11, 'location': 'Almada, Portugal'}, {'user': 'johnf', 'contributions': 11, 'location': 'Sydney, Australia'}, {'user': 'zanloy', 'contributions': 8, 'location': 'Charleston, SC'}, {'user': 'jonathanio', 'contributions': 6, 'location': 'Bridgend, UK'}, {'user': 'bobtfish', 'contributions': 6, 'location': 'UK'}, {'user': 'zdenekjanda', 'contributions': 6, 'location': 'europe'}, {'user': 'antonlindstrom', 'contributions': 5, 'location': 'Gothenburg, Sweden'}, {'user': 'rhoml', 'contributions': 5, 'location': 'Sydney, Australia'}, {'user': 'spuder', 'contributions': 5, 'location': 'Salt Lake City, Utah'}, {'user': 'portertech', 'contributions': 5, 'location': 'Kamloops, BC, Canada.'}, {'user': 'wallies', 'contributions': 5, 'location': 'Australia'}, {'user': 'bodgit', 'contributions': 4, 'location': None}, {'user': 'superseb', 'contributions': 4, 'location': 'Netherlands'}, {'user': 'solarkennedy', 'contributions': 3, 'location': None}, {'user': 'alcy', 'contributions': 3, 'location': None}, {'user': 'Spredzy', 'contributions': 3, 'location': 'Bordeaux, France'}, {'user': 'wleese', 'contributions': 3, 'location': None}, {'user': 'tsabirgaliev', 'contributions': 3, 'location': 'Astana, Kazakhstan'}, {'user': 'nhinds', 'contributions': 3, 'location': 'Auckland, New Zealand'}, {'user': 'LarsFronius', 'contributions': 3, 'location': 'Berlin, Germany'}, {'user': 'j-russell', 'contributions': 3, 'location': 'Boston'}, {'user': 'fpletz', 'contributions': 3, 'location': 'Munich, European Union'}, {'user': 'adamcrews', 'contributions': 3, 'location': 'United States'}, {'user': 'crewton', 'contributions': 2, 'location': 'West Haven, UT'}, {'user': 'garethr', 'contributions': 2, 'location': 'Cambridge'}, {'user': 'whpearson', 'contributions': 2, 'location': None}, {'user': 'yasn77', 'contributions': 2, 'location': 'London'}, {'user': 'doismellburning', 'contributions': 1, 'location': 'UK'}, {'user': 'mks-m', 'contributions': 1, 'location': None}, {'user': 'patdowney', 'contributions': 1, 'location': 'London'}, {'user': 'petems', 'contributions': 1, 'location': 'UK'}, {'user': 'philandstuff', 'contributions': 1, 'location': 'London'}, {'user': 'queeno', 'contributions': 1, 'location': 'London, UK'}, {'user': 'stephenrjohnson', 'contributions': 1, 'location': 'Wales'}, {'user': 'twissmueller', 'contributions': 1, 'location': 'Germany'}, {'user': 'ttmgraham', 'contributions': 1, 'location': None}, {'user': 'ves', 'contributions': 1, 'location': 'Los Angeles, CA'}, {'user': 'bbanzai', 'contributions': 1, 'location': None}, {'user': 'dkiser', 'contributions': 1, 'location': 'NOMAD'}, {'user': 'KrisBuytaert', 'contributions': 1, 'location': 'Belgium'}, {'user': 'jbehrends', 'contributions': 1, 'location': 'Portland, OR'}, {'user': 'jinnko', 'contributions': 1, 'location': None}, {'user': 'jaimegago', 'contributions': 1, 'location': None}, {'user': 'confiq', 'contributions': 1, 'location': 'Berlin ב'}, {'user': 'dpeters', 'contributions': 1, 'location': 'Portland, OR'}, {'user': 'yeungda', 'contributions': 1, 'location': None}, {'user': 'danshultz', 'contributions': 1, 'location': None}, {'user': 'logicminds', 'contributions': 1, 'location': 'Portland, OR'}, {'user': 'chrisleavoy', 'contributions': 1, 'location': 'Waterloo, Canada'}, {'user': 'chaoranxie', 'contributions': 1, 'location': None}, {'user': 'm7ov', 'contributions': 1, 'location': None}]"
