Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
thehyve,Rmodules,True,transmart/Rmodules,False,3,4,"[{'user': 'bzack', 'forked_at': '2014-07-15T19:53:04Z'}, {'user': 'jochemb', 'forked_at': '2014-03-24T09:50:31Z'}, {'user': 'j-hudecek', 'forked_at': '2014-02-13T18:02:12Z'}, {'user': 'charlotte-raillere', 'forked_at': '2014-02-06T10:26:13Z'}]",2,30,,True,False,1452,0,26,"[{'user': 'rnugraha', 'contributions': 377, 'location': 'Utrecht'}, {'user': 'cataphract', 'contributions': 174, 'location': 'Almada, Portugal'}, {'user': 'haarts', 'contributions': 125, 'location': 'Netherlands'}, {'user': 'forus', 'contributions': 48, 'location': 'Utrecht'}, {'user': 'fguitton', 'contributions': 33, 'location': 'London'}, {'user': 'Terry-Weymouth', 'contributions': 33, 'location': 'Royal Oak, MI, USA'}, {'user': 'ricepeterm', 'contributions': 25, 'location': 'Royston, UK'}, {'user': 'thulsen', 'contributions': 24, 'location': 'Eindhoven, the Netherlands'}, {'user': 'alchimystic', 'contributions': 14, 'location': 'Sesimbra'}, {'user': 'gtarcea', 'contributions': 13, 'location': 'Ann Arbor, MI'}, {'user': 'eugene-rakhmatulin', 'contributions': 12, 'location': 'Carlsbad, CA'}, {'user': 'aoehmichen', 'contributions': 11, 'location': 'London'}, {'user': 'cdejonge', 'contributions': 9, 'location': None}, {'user': 'mtmcduffie', 'contributions': 9, 'location': 'Boston, MA'}, {'user': 'munikuntla', 'contributions': 8, 'location': 'Boston, MA'}, {'user': 'keesvanbochove', 'contributions': 7, 'location': 'Utrecht, Netherlands'}, {'user': 'jinlei', 'contributions': 5, 'location': None}, {'user': 'techick', 'contributions': 5, 'location': 'London'}, {'user': 'hberube', 'contributions': 3, 'location': 'Cambridge, MA'}, {'user': 'JanKanis', 'contributions': 3, 'location': None}, {'user': 'roberthorlings', 'contributions': 3, 'location': 'Utrecht, The Netherlands'}, {'user': 'berubh', 'contributions': 2, 'location': None}, {'user': 'timdo', 'contributions': 2, 'location': None}, {'user': 'weiguUL', 'contributions': 2, 'location': None}, {'user': 'dennyverbeeck', 'contributions': 1, 'location': 'Beerse'}, {'user': 'iemam', 'contributions': 1, 'location': None}]"
transmart,Rmodules,False,,,5,34,"[{'user': 'JianGuoZhou3', 'forked_at': '2021-07-30T07:04:45Z'}, {'user': 'hms-dbmi', 'forked_at': '2016-05-23T15:20:20Z'}, {'user': 'sdenizot', 'forked_at': '2016-01-27T08:52:00Z'}, {'user': 'andrewtikhonov', 'forked_at': '2015-12-07T09:57:01Z'}, {'user': 'evanswang', 'forked_at': '2015-11-17T14:35:22Z'}, {'user': 'tranSMART-Foundation', 'forked_at': '2015-09-09T14:06:12Z'}, {'user': 'ricepeterm', 'forked_at': '2015-09-07T09:33:49Z'}, {'user': 'UMich-Transmart', 'forked_at': '2015-05-26T19:33:41Z'}, {'user': 'Eberechi', 'forked_at': '2015-05-18T08:15:08Z'}, {'user': 'Clarivate-LSPS', 'forked_at': '2015-05-15T07:57:44Z'}, {'user': 'zwright', 'forked_at': '2015-05-04T15:01:17Z'}, {'user': 'dennyverbeeck', 'forked_at': '2015-04-24T08:23:34Z'}, {'user': 'sysINFLAME', 'forked_at': '2015-03-27T13:34:33Z'}, {'user': 'ranchobiosciences', 'forked_at': '2015-03-05T12:28:23Z'}, {'user': 'mirasrael', 'forked_at': '2015-01-28T11:21:01Z'}, {'user': 'Al3n70rn', 'forked_at': '2015-01-16T23:41:21Z'}, {'user': 'DexStr', 'forked_at': '2014-12-12T16:26:15Z'}, {'user': 'weiguUL', 'forked_at': '2014-11-18T19:29:28Z'}, {'user': 'UMich-Neptune-Transmart', 'forked_at': '2014-08-15T18:40:56Z'}, {'user': 'stanalyzer', 'forked_at': '2014-06-20T16:40:37Z'}, {'user': 'rnugraha', 'forked_at': '2014-02-13T08:27:51Z'}, {'user': 'Genedata', 'forked_at': '2013-10-11T16:46:44Z'}, {'user': 'eugene-rakhmatulin', 'forked_at': '2012-10-06T19:10:42Z'}, {'user': 'thehyve', 'forked_at': '2012-07-13T14:56:37Z'}]",0,30,,True,False,1539,1,29,"[{'user': 'rnugraha', 'contributions': 377, 'location': 'Utrecht'}, {'user': 'cataphract', 'contributions': 174, 'location': 'Almada, Portugal'}, {'user': 'haarts', 'contributions': 125, 'location': 'Netherlands'}, {'user': 'forus', 'contributions': 51, 'location': 'Utrecht'}, {'user': 'Terry-Weymouth', 'contributions': 47, 'location': 'Royal Oak, MI, USA'}, {'user': 'ricepeterm', 'contributions': 45, 'location': 'Royston, UK'}, {'user': 'fguitton', 'contributions': 33, 'location': 'London'}, {'user': 'thulsen', 'contributions': 24, 'location': 'Eindhoven, the Netherlands'}, {'user': 'alchimystic', 'contributions': 14, 'location': 'Sesimbra'}, {'user': 'cdejonge', 'contributions': 14, 'location': None}, {'user': 'gtarcea', 'contributions': 13, 'location': 'Ann Arbor, MI'}, {'user': 'eugene-rakhmatulin', 'contributions': 12, 'location': 'Carlsbad, CA'}, {'user': 'aoehmichen', 'contributions': 11, 'location': 'London'}, {'user': 'mtmcduffie', 'contributions': 9, 'location': 'Boston, MA'}, {'user': 'munikuntla', 'contributions': 8, 'location': 'Boston, MA'}, {'user': 'keesvanbochove', 'contributions': 7, 'location': 'Utrecht, Netherlands'}, {'user': 'jinlei', 'contributions': 5, 'location': None}, {'user': 'techick', 'contributions': 5, 'location': 'London'}, {'user': 'hberube', 'contributions': 3, 'location': 'Cambridge, MA'}, {'user': 'JanKanis', 'contributions': 3, 'location': None}, {'user': 'roberthorlings', 'contributions': 3, 'location': 'Utrecht, The Netherlands'}, {'user': 'berubh', 'contributions': 2, 'location': None}, {'user': 'jochemb', 'contributions': 2, 'location': None}, {'user': 'timdo', 'contributions': 2, 'location': None}, {'user': 'weiguUL', 'contributions': 2, 'location': None}, {'user': 'ewelinagr', 'contributions': 1, 'location': 'Utrecht, The Netherlands'}, {'user': 'sdenizot', 'contributions': 1, 'location': 'Paris'}, {'user': 'dennyverbeeck', 'contributions': 1, 'location': 'Beerse'}, {'user': 'iemam', 'contributions': 1, 'location': None}]"
thehyve,GDT,True,PhenotypeFoundation/GDT,False,1,0,[],0,1,,True,False,208,0,7,"[{'user': 'keesvanbochove', 'contributions': 21, 'location': 'Utrecht, Netherlands'}, {'user': 'sethsnel', 'contributions': 14, 'location': 'Utrecht'}, {'user': 'ferryjagers', 'contributions': 6, 'location': 'Zeist'}, {'user': 'tjeerdnet', 'contributions': 4, 'location': None}, {'user': 'siemensikkema', 'contributions': 3, 'location': 'Aarhus'}, {'user': 'roberthorlings', 'contributions': 1, 'location': 'Utrecht, The Netherlands'}, {'user': 'TacoSteemers', 'contributions': 1, 'location': 'Netherlands'}]"
PhenotypeFoundation,GDT,False,,,1,1,"[{'user': 'thehyve', 'forked_at': '2012-07-19T13:25:56Z'}]",0,3,,True,False,238,0,7,"[{'user': 'ferryjagers', 'contributions': 24, 'location': 'Zeist'}, {'user': 'keesvanbochove', 'contributions': 21, 'location': 'Utrecht, Netherlands'}, {'user': 'sethsnel', 'contributions': 19, 'location': 'Utrecht'}, {'user': 'roberthorlings', 'contributions': 7, 'location': 'Utrecht, The Netherlands'}, {'user': 'tjeerdnet', 'contributions': 4, 'location': None}, {'user': 'siemensikkema', 'contributions': 3, 'location': 'Aarhus'}, {'user': 'TacoSteemers', 'contributions': 1, 'location': 'Netherlands'}]"
thehyve,metabolomicsModule,True,PhenotypeFoundation/metabolomicsModule,False,1,0,[],0,1,,False,True,282,0,4,"[{'user': 'siemensikkema', 'contributions': 106, 'location': 'Aarhus'}, {'user': 'michaelvanvliet', 'contributions': 62, 'location': 'The Netherlands'}, {'user': 'tjeerdnet', 'contributions': 24, 'location': None}, {'user': 'keesvanbochove', 'contributions': 12, 'location': 'Utrecht, Netherlands'}]"
PhenotypeFoundation,metabolomicsModule,False,,,2,3,"[{'user': 'j1c1m1b1', 'forked_at': '2013-06-10T01:20:15Z'}, {'user': 'michaelvanvliet', 'forked_at': '2013-03-22T08:15:08Z'}, {'user': 'thehyve', 'forked_at': '2012-07-23T08:59:44Z'}]",3,8,149274.0,False,True,293,0,4,"[{'user': 'siemensikkema', 'contributions': 106, 'location': 'Aarhus'}, {'user': 'michaelvanvliet', 'contributions': 71, 'location': 'The Netherlands'}, {'user': 'tjeerdnet', 'contributions': 24, 'location': None}, {'user': 'keesvanbochove', 'contributions': 12, 'location': 'Utrecht, Netherlands'}]"
thehyve,GSCF-RClient,True,PhenotypeFoundation/GSCF-RClient,False,1,0,[],0,0,,True,False,21,0,2,"[{'user': 'thomaskelder', 'contributions': 9, 'location': 'The Netherlands'}, {'user': 'keesvanbochove', 'contributions': 3, 'location': 'Utrecht, Netherlands'}]"
PhenotypeFoundation,GSCF-RClient,True,TNO/PhenotypeDatabase-RClient,False,2,2,"[{'user': 'egonw', 'forked_at': '2014-03-21T10:28:27Z'}, {'user': 'thehyve', 'forked_at': '2012-08-02T08:34:01Z'}]",0,7,,True,False,35,0,6,"[{'user': 'thomaskelder', 'contributions': 13, 'location': 'The Netherlands'}, {'user': 'keesvanbochove', 'contributions': 3, 'location': 'Utrecht, Netherlands'}, {'user': 'ferryjagers', 'contributions': 2, 'location': 'Zeist'}, {'user': 'egonw', 'contributions': 1, 'location': 'Maastricht, The Netherlands'}, {'user': '4np', 'contributions': 1, 'location': 'The Netherlands'}, {'user': 'rernst', 'contributions': 1, 'location': None}]"
TNO,PhenotypeDatabase-RClient,False,,,2,8,"[{'user': 'serdar-', 'forked_at': '2021-04-19T12:29:11Z'}, {'user': 'parthasen', 'forked_at': '2015-04-20T12:55:02Z'}, {'user': 'thomaskelder', 'forked_at': '2013-03-15T14:02:02Z'}, {'user': 'JordyCoolen', 'forked_at': '2013-03-15T10:12:16Z'}, {'user': 'keesvanbochove', 'forked_at': '2012-09-20T10:53:02Z'}, {'user': 'PhenotypeFoundation', 'forked_at': '2012-06-05T10:21:37Z'}]",1,3,,True,True,46,0,6,"[{'user': 'thomaskelder', 'contributions': 14, 'location': 'The Netherlands'}, {'user': 'ferryjagers', 'contributions': 8, 'location': 'Zeist'}, {'user': 'rernst', 'contributions': 4, 'location': None}, {'user': 'keesvanbochove', 'contributions': 3, 'location': 'Utrecht, Netherlands'}, {'user': 'JordyCoolen', 'contributions': 1, 'location': 'Nijmegen, The Netherlands'}, {'user': 'broektjvd', 'contributions': 1, 'location': None}]"
thehyve,ISAcreator,True,ISA-tools/ISAcreator,False,1,0,[],1,0,,True,True,363,0,5,"[{'user': 'eamonnmag', 'contributions': 355, 'location': 'Geneva'}, {'user': 'JoelMasciocchi', 'contributions': 2, 'location': None}, {'user': 'proccaserra', 'contributions': 2, 'location': 'Oxford'}, {'user': 'agbeltran', 'contributions': 1, 'location': 'UK'}, {'user': 'vedina', 'contributions': 1, 'location': 'BG'}]"
