pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOCxwUgs5_oeuM,Add p filter for probe removal,MERGED,2024-10-23T15:00:06Z,2024-11-06T12:25:43Z,2024-11-06T12:25:39Z,2024-11-06T12:25:39Z,ew367,https://github.com/ejh243/BrainFANS/pull/233
PR_kwDOCxwUgs5_5AcR,add script to filter out sex specific probes,MERGED,2024-10-25T11:32:33Z,2024-11-04T14:27:32Z,2024-11-04T14:27:26Z,2024-11-04T14:27:26Z,ew367,https://github.com/ejh243/BrainFANS/pull/234
PR_kwDOCxwUgs5_5nTz,Cortical clock check,MERGED,2024-10-25T12:52:31Z,2024-11-04T15:47:09Z,2024-11-04T15:47:06Z,2024-11-04T15:47:06Z,sof202,https://github.com/ejh243/BrainFANS/pull/236
PR_kwDOCxwUgs6AYj5F,Convert pbs,OPEN,2024-10-30T13:14:03Z,2024-11-19T13:35:59Z,,,sof202,https://github.com/ejh243/BrainFANS/pull/237
PR_kwDOCxwUgs6AiR6v,Update use of modules,CLOSED,2024-10-31T15:07:26Z,2024-11-25T10:09:34Z,2024-11-25T10:09:34Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/239
PR_kwDOCxwUgs6A0Esr,Fix annotation mismatch,MERGED,2024-11-04T15:10:33Z,2024-11-07T11:49:44Z,2024-11-07T11:49:41Z,2024-11-07T11:49:41Z,sof202,https://github.com/ejh243/BrainFANS/pull/242
PR_kwDOCxwUgs6A0FmE,Move package installations,MERGED,2024-11-04T15:12:22Z,2024-11-05T09:10:25Z,2024-11-05T09:10:19Z,2024-11-05T09:10:19Z,sof202,https://github.com/ejh243/BrainFANS/pull/243
PR_kwDOCxwUgs6A73RL,feat: add gridExtra to packages to installation script,CLOSED,2024-11-05T14:06:48Z,2024-11-19T13:35:37Z,2024-11-19T13:35:37Z,,sof202,https://github.com/ejh243/BrainFANS/pull/245
PR_kwDOCxwUgs6BUtCr,fix: use levels over unique,MERGED,2024-11-08T13:41:09Z,2024-12-13T09:47:50Z,2024-12-13T09:47:47Z,2024-12-13T09:47:47Z,sof202,https://github.com/ejh243/BrainFANS/pull/247
PR_kwDOCxwUgs6BVmzv,Add conda environment for DNAm QC dependencies installation,OPEN,2024-11-08T15:43:00Z,2024-12-11T13:54:07Z,,,sof202,https://github.com/ejh243/BrainFANS/pull/248
PR_kwDOCxwUgs6BgaHN,fix: 450k consistency,MERGED,2024-11-11T12:46:19Z,2024-11-11T12:47:54Z,2024-11-11T12:47:52Z,2024-11-11T12:47:52Z,sof202,https://github.com/ejh243/BrainFANS/pull/250
PR_kwDOCxwUgs6BhW_4,fix: use 450K (capital) everywhere,MERGED,2024-11-11T14:50:32Z,2024-11-11T14:52:18Z,2024-11-11T14:52:14Z,2024-11-11T14:52:14Z,sof202,https://github.com/ejh243/BrainFANS/pull/251
PR_kwDOCxwUgs6DA9H8,Solve Picard space issue,CLOSED,2024-11-25T10:33:45Z,2024-12-05T15:39:43Z,2024-12-05T15:39:42Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/261
PR_kwDOCxwUgs6DDrEe,Replace dasen() with adjustedDasen() function,MERGED,2024-11-25T15:46:47Z,2024-12-11T14:36:36Z,2024-12-11T13:55:34Z,2024-12-11T13:55:34Z,alicemfr,https://github.com/ejh243/BrainFANS/pull/262
PR_kwDOCxwUgs6DEM9-,"Try to fix issue 198 - if uniqueIDs is a character, convert to a data frame",MERGED,2024-11-25T16:50:55Z,2024-12-11T15:30:30Z,2024-12-11T15:30:29Z,2024-12-11T15:30:29Z,bethan-mallabar-rimmer,https://github.com/ejh243/BrainFANS/pull/263
PR_kwDOCxwUgs6DL_g9,refactor: use readManifest function from cdegUtilities,MERGED,2024-11-26T13:10:03Z,2024-12-05T15:51:43Z,2024-12-05T15:51:41Z,2024-12-05T15:51:41Z,sof202,https://github.com/ejh243/BrainFANS/pull/264
PR_kwDOCxwUgs6Dv-Nv,build(deps): bump cross-spawn from 7.0.3 to 7.0.6 in /documentation,MERGED,2024-12-02T13:39:07Z,2024-12-02T13:56:54Z,2024-12-02T13:56:52Z,2024-12-02T13:56:52Z,dependabot,https://github.com/ejh243/BrainFANS/pull/267
PR_kwDOCxwUgs6ENQEC,Add information about sample sheet,CLOSED,2024-12-05T16:19:34Z,2024-12-06T13:34:03Z,2024-12-06T13:34:03Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/268
PR_kwDOCxwUgs6EVCIc,Fix stage 2 QC report,MERGED,2024-12-06T13:38:45Z,2024-12-09T16:40:16Z,2024-12-09T16:29:08Z,2024-12-09T16:29:08Z,marinafloresp,https://github.com/ejh243/BrainFANS/pull/270
PR_kwDOCxwUgs6EkkDF,Latest updates ATAC-seq,CLOSED,2024-12-09T16:35:05Z,2024-12-12T11:15:33Z,2024-12-12T11:15:33Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/275
PR_kwDOCxwUgs6FAZs0,Update R libraries to be installed in setup,OPEN,2024-12-12T11:49:53Z,2024-12-17T10:37:57Z,,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/279
PR_kwDOCxwUgs6FCK89,MethQC error file messages,MERGED,2024-12-12T15:12:54Z,2024-12-12T16:35:35Z,2024-12-12T16:35:35Z,2024-12-12T16:35:34Z,gtw99,https://github.com/ejh243/BrainFANS/pull/280
PR_kwDOCxwUgs6FOgWw,build(deps): bump nanoid from 3.3.7 to 3.3.8 in /documentation,MERGED,2024-12-14T14:33:53Z,2024-12-16T12:09:03Z,2024-12-16T12:09:00Z,2024-12-16T12:09:00Z,dependabot,https://github.com/ejh243/BrainFANS/pull/281
